nose_y,nose_x,left_eye_y,left_eye_x,right_eye_y,right_eye_x,left_ear_y,left_ear_x,right_ear_y,right_ear_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,label
0.16309665143489838,0.46229347586631775,0.15285927057266235,0.4750215411186218,0.15132124722003937,0.449777752161026,0.17133884131908417,0.49558669328689575,0.1697857826948166,0.4315922260284424,0.2649381160736084,0.5098209977149963,0.26413482427597046,0.41655755043029785,0.38238704204559326,0.5307744145393372,0.37988683581352234,0.40289342403411865,0.47603049874305725,0.5327605605125427,0.4755150079727173,0.38894882798194885,0.48891204595565796,0.4942661225795746,0.4918530583381653,0.4308503568172455,0.6715325713157654,0.4851053059101105,0.6733580231666565,0.43852636218070984,0.8536264896392822,0.49934813380241394,0.8514285087585449,0.43353700637817383,curl
0.16338211297988892,0.4617803692817688,0.15325137972831726,0.474846750497818,0.15187031030654907,0.44889768958091736,0.17161931097507477,0.4953145682811737,0.17040814459323883,0.4316176474094391,0.2648739814758301,0.5117136836051941,0.26404958963394165,0.4158298075199127,0.38395148515701294,0.5332527756690979,0.3753698468208313,0.40290918946266174,0.4736418128013611,0.535405695438385,0.47261252999305725,0.39108070731163025,0.48907214403152466,0.4957679510116577,0.4911859929561615,0.4316805899143219,0.6708176136016846,0.4832269847393036,0.6735422611236572,0.43853759765625,0.8551070094108582,0.49915215373039246,0.8517428636550903,0.43273109197616577,curl
0.16518396139144897,0.46060627698898315,0.15360482037067413,0.4755602180957794,0.1523970663547516,0.4488945007324219,0.17179957032203674,0.4968031346797943,0.17040543258190155,0.4313524663448334,0.26583027839660645,0.5118139982223511,0.2648814022541046,0.41664978861808777,0.3853346109390259,0.5352839231491089,0.369258314371109,0.40362003445625305,0.4809703826904297,0.5395181179046631,0.4661840498447418,0.38714122772216797,0.4898599684238434,0.4962747097015381,0.4906342327594757,0.4309321939945221,0.6733512878417969,0.48477447032928467,0.6752554774284363,0.4392572343349457,0.8552387356758118,0.49885329604148865,0.8530610799789429,0.4328325092792511,curl
0.1659526824951172,0.46030697226524353,0.1539883017539978,0.4747253358364105,0.15277685225009918,0.4485839307308197,0.17148786783218384,0.4963548481464386,0.1699853539466858,0.432260125875473,0.2650865614414215,0.5108827352523804,0.2636019289493561,0.4176346957683563,0.38269779086112976,0.5351289510726929,0.36433616280555725,0.4014959931373596,0.47437602281570435,0.5409631133079529,0.45146414637565613,0.3839191198348999,0.48907947540283203,0.4949724078178406,0.4901605248451233,0.42986342310905457,0.6718387007713318,0.4838736951351166,0.6736012697219849,0.44066283106803894,0.8572953939437866,0.4988342225551605,0.8542245626449585,0.4337001442909241,curl
0.16690155863761902,0.4593847990036011,0.15467189252376556,0.47411543130874634,0.15383273363113403,0.44725438952445984,0.17321264743804932,0.49614033102989197,0.17180600762367249,0.43235543370246887,0.26736024022102356,0.512319028377533,0.2675158381462097,0.4181060492992401,0.38566553592681885,0.5353057384490967,0.36812224984169006,0.40305134654045105,0.4841514825820923,0.53664630651474,0.4237939715385437,0.3810982406139374,0.4866470694541931,0.49429386854171753,0.4870288372039795,0.4306143522262573,0.6719616651535034,0.48629531264305115,0.6728306412696838,0.44047021865844727,0.8526360392570496,0.499789297580719,0.8526322841644287,0.4342057406902313,curl
0.16788993775844574,0.4598886966705322,0.15567362308502197,0.4743640422821045,0.15460263192653656,0.448142409324646,0.17512725293636322,0.4966970980167389,0.1724967062473297,0.4349662959575653,0.2701854705810547,0.5146989226341248,0.26868298649787903,0.4174567759037018,0.3855554163455963,0.5342583656311035,0.3741227388381958,0.40032464265823364,0.49115097522735596,0.5329775810241699,0.3955785036087036,0.38868534564971924,0.4890971779823303,0.49482306838035583,0.48873797059059143,0.4346836805343628,0.6713341474533081,0.4849925637245178,0.6719099283218384,0.44079527258872986,0.8563852906227112,0.49970710277557373,0.8503758311271667,0.43376630544662476,curl
0.16741445660591125,0.4580784738063812,0.15528900921344757,0.4741291403770447,0.1541500836610794,0.4462703764438629,0.17377959191799164,0.4954843521118164,0.17148351669311523,0.4332323372364044,0.2683277428150177,0.5085268616676331,0.2678127884864807,0.41836467385292053,0.38800284266471863,0.5349494814872742,0.3767261505126953,0.3934854567050934,0.49577242136001587,0.5283191800117493,0.3649832308292389,0.3875969648361206,0.49197062849998474,0.49158358573913574,0.49209827184677124,0.432860404253006,0.6710829734802246,0.4817506968975067,0.6720351576805115,0.43892842531204224,0.8543128371238708,0.5004160404205322,0.8529272079467773,0.43221747875213623,curl
0.1668197065591812,0.4564545452594757,0.15541639924049377,0.4735679030418396,0.15413466095924377,0.44504794478416443,0.17588898539543152,0.4936993420124054,0.17128250002861023,0.43154069781303406,0.2701267898082733,0.5074275732040405,0.26796624064445496,0.41494986414909363,0.393738716840744,0.5391385555267334,0.3742319345474243,0.4055876135826111,0.50593501329422,0.5322768092155457,0.3533925414085388,0.38472604751586914,0.4931672513484955,0.48914697766304016,0.4951545298099518,0.43235090374946594,0.6728718876838684,0.48031413555145264,0.6739469766616821,0.4382769763469696,0.8576176762580872,0.5006825923919678,0.854574978351593,0.43210652470588684,curl
0.16543284058570862,0.45713189244270325,0.1544148176908493,0.4738515317440033,0.152852401137352,0.44557762145996094,0.1744551658630371,0.4949050843715668,0.16918425261974335,0.4323233366012573,0.27082085609436035,0.5087525844573975,0.26797083020210266,0.4144183397293091,0.39585936069488525,0.5384778380393982,0.3772537410259247,0.4060198664665222,0.5048933625221252,0.5294491648674011,0.34819358587265015,0.38677462935447693,0.4912281036376953,0.4926604926586151,0.4910152852535248,0.4330642819404602,0.6705881953239441,0.47939369082450867,0.671848475933075,0.43643897771835327,0.8550602197647095,0.5005682110786438,0.8513699173927307,0.4322355389595032,curl
0.16621695458889008,0.45691999793052673,0.15400150418281555,0.47363460063934326,0.15274958312511444,0.4443548619747162,0.17415931820869446,0.495962530374527,0.17063969373703003,0.43086615204811096,0.26739731431007385,0.5050358772277832,0.26810431480407715,0.42149215936660767,0.39676323533058167,0.5388171672821045,0.381914347410202,0.4077824056148529,0.5079209208488464,0.5274256467819214,0.332359254360199,0.39602750539779663,0.4936137795448303,0.48913857340812683,0.49540475010871887,0.4299788773059845,0.6743198037147522,0.47869014739990234,0.6756510734558105,0.43589910864830017,0.8572872877120972,0.501318633556366,0.8519708514213562,0.43275943398475647,curl
